0.48073	0.51927
0.56869	0.43131
0.40097	0.59903
0.21032	0.78968
0.26702	0.73298
0.33857	0.66143
0.35733	0.64267
0.63486	0.36514
0.46227	0.53773
0.51755	0.48245
0.53792	0.46208
0.44451	0.55549
0.42981	0.57019
0.36079	0.63921
0.47832	0.52168
0.5258	0.4742
0.57837	0.42163
0.46879	0.53121
0.50181	0.49819
0.4476	0.5524
0.48678	0.51322
0.52485	0.47515
0.45159	0.54841
0.45118	0.54882
0.39424	0.60576
0.49269	0.50731
0.5608	0.4392
0.41389	0.58611
0.54019	0.45981
0.54429	0.45571
0.49885	0.50115
0.49458	0.50542
0.50609	0.49391
0.47359	0.52641
0.5135	0.4865
0.61072	0.38928
0.49843	0.50157
0.5206	0.4794
0.48387	0.51613
0.53407	0.46593
0.62155	0.37845
0.5403	0.4597
0.4398	0.5602
0.50658	0.49342
0.46428	0.53572
0.48318	0.51682
0.58839	0.41161
0.43741	0.56259
0.57632	0.42368
0.51931	0.48069
0.48006	0.51994
0.51837	0.48163
0.55352	0.44648
0.30422	0.69578
0.25898	0.74102
0.30089	0.69911
0.33273	0.66727
0.36288	0.63712
0.25365	0.74635
0.29151	0.70849
0.27642	0.72358
0.29429	0.70571
0.31847	0.68153
0.26907	0.73093
0.34001	0.65999
0.32133	0.67867
0.27638	0.72362
0.3138	0.6862
0.34921	0.65079
0.34966	0.65034
0.33341	0.66659
0.29675	0.70325
0.269	0.731
0.31121	0.68879
0.27669	0.72331
0.2834	0.7166
0.34624	0.65376
0.37235	0.62765
0.32979	0.67021
0.40266	0.59734
0.22354	0.77646
0.30113	0.69887
0.30476	0.69524
0.37766	0.62234
0.38073	0.61927
0.46212	0.53788
0.54173	0.45827
0.48323	0.51677
0.51781	0.48219
0.5205	0.4795
0.45473	0.54527
0.4499	0.5501
0.57006	0.42994
0.47156	0.52844
0.45737	0.54263
0.50217	0.49783
0.4796	0.5204
0.52837	0.47163
0.55975	0.44025
0.48948	0.51052
0.32506	0.67494
0.28381	0.71619
0.32771	0.67229
0.33212	0.66788
0.30913	0.69087
0.19863	0.80137
0.35115	0.64885
0.12542	0.87458
0.30547	0.69453
0.22243	0.77757
0.28224	0.71776
0.36993	0.63007
0.27433	0.72567
0.39586	0.60414
0.33892	0.66108
0.28768	0.71232
0.25482	0.74518
0.2752	0.7248
0.31872	0.68128
0.18147	0.81853
0.33075	0.66925
0.31397	0.68603
0.34094	0.65906
0.40238	0.59762
0.28381	0.71619
0.25097	0.74903
0.35898	0.64102
0.34473	0.65527
0.29285	0.70715
0.27033	0.72967
0.31245	0.68755
0.24351	0.75649
0.3033	0.6967
0.2681	0.7319
0.25903	0.74097
0.3484	0.6516
0.30152	0.69848
0.36755	0.63245
0.24568	0.75432
0.31201	0.68799
0.24769	0.75231
0.33094	0.66906
0.36525	0.63475
0.35117	0.64883
0.19423	0.80577
0.33409	0.66591
0.30044	0.69956
0.31671	0.68329
0.27263	0.72737
0.21745	0.78255
0.34464	0.65536
0.27465	0.72535
0.28351	0.71649
0.30842	0.69158
0.42684	0.57316
0.41468	0.58532
0.23407	0.76593
0.27629	0.72371
0.34937	0.65063
0.19635	0.80365
0.3622	0.6378
0.28424	0.71576
0.36996	0.63004
0.25601	0.74399
0.25388	0.74612
0.41572	0.58428
0.3294	0.6706
0.28451	0.71549
0.24835	0.75165
0.35517	0.64483
0.31711	0.68289
0.1868	0.8132
0.25484	0.74516
0.4485	0.5515
0.29941	0.70059
0.20002	0.79998
0.2556	0.7444
0.279	0.721
0.33473	0.66527
0.29186	0.70814
0.30508	0.69492
0.29911	0.70089
0.25198	0.74802
0.35864	0.64136
0.28174	0.71826
0.27683	0.72317
0.30975	0.69025
0.29665	0.70335
0.27392	0.72608
0.30635	0.69365
0.40565	0.59435
0.32706	0.67294
0.26725	0.73275
0.25652	0.74348
0.28806	0.71194
0.2212	0.7788
0.39129	0.60871
0.38586	0.61414
0.61904	0.38096
0.33809	0.66191
0.31021	0.68979
0.42778	0.57222
0.47812	0.52188
0.50575	0.49425
0.51625	0.48375
0.59411	0.40589
0.46829	0.53171
0.4492	0.5508
0.48835	0.51165
0.51769	0.48231
0.52339	0.47661
0.47717	0.52283
0.53967	0.46033
0.47073	0.52927
0.39746	0.60254
0.45443	0.54557
0.51149	0.48851
0.45961	0.54039
0.46015	0.53985
